key,source_hash,fr,status,notes
Dialogue/RANDOMEVENT_2_2,a8b92f2402947d29e5680b61fba7aacf531203d6192e1a6b4e7099aa0f11d938,"(J'ai commencé les livres de développement personnel par ironie, mais ils sont fascinants.)",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/DAYOFF_HANGOUT_NOT_ENOUGH_COIN,01602d9f7837ee39de846d3c637ba9246cb0020e02a539ff02e7646933272a67,Je n'ai pas assez pour sortir...,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_LADO_SKEWER,3c3df6c48b9af032d197939158f6b254719fc7175bff27196aeca57faa01a6a8,"Une brochette d'[COLOR=LIKED]agneau[/COLOR] savoureuse, s'il vous plaît !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_LADO_DRINK,24d260eacb9f30027b40b9eae4cb4b2772c7fce26c87a5b9b04c54aea820e39d,"Et comme boisson, il veut un verre de [COLOR=LIKED]cola[/COLOR] froid et pétillant !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_MR_CROIS_SKEWER,24e85a6819406201e313cfb30828f891e05e302a58c756327022ebccd4dde5d3,Sa brochette : [COLOR=LIKED]tomates[/COLOR] rouges et juteuses !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_MR_CROIS_DRINK,6daf90e525f6f92a2159314540898d1f057af78742009e6390b84e9fd4fd5546,N'oubliez pas sa boisson : un verre de [COLOR=LIKED]cola[/COLOR] rafraîchissant !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_MAMI_SKEWER,41e1f7a5494737fcedbbf88ec74376f28d7dd59e16170239e3d0bb6b34cd8e13,Elle aimerait une brochette de [COLOR=LIKED]champignons[/COLOR] en accompagnement !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_MAMI_DRINK,0734ccc7ebfe177cbfd92b46e1e2ec639bd113a3ec73b46549300894cec13ac7,"Côté boisson, elle voudrait du [COLOR=LIKED]thé[/COLOR] ! Du vrai thé, cette fois.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_JEN,70b1186ebe4c47dae846d2935c49815d2608de05ba22d8ad593e1a9d0f882c63,"Jen, la fashionista de la cuisine, est là ! Elle adore le brillant des [COLOR=LIKED]vermicelles de riz[/COLOR], mais trouve les [COLOR=DISLIKED]ananas[/COLOR] trop tape-à-l'oeil ! Elle veut son plat [COLOR=SALTY]salé[/COLOR], malgré les ordres du médecin.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_JEN_SKEWER,1fed4e038ad3257ff9ed05f461462ebf331e7f70fc20ad919978e27a8e6cfe8d,"Oh oh ! Pour relever le plat, elle veut une brochette de jolis petits champignons !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_JEN_DRINK,db6ad7d3bfbe8a3118b338b3dc4f701cd3ec14783d307edd2fed29d6a3b6bc20,Et un verre de cola délicieux pour parfaire le tout !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_CHU,1dfb8803202df6b89ae28b1a20f2ca11ce7a5c38ab407b3c0639c022f321cf39,"Mr. Chu nous rejoint aujourd'hui ! Ce marchand ambulant adore le [COLOR=LIKED]pak choï mariné[/COLOR], mais déteste le [COLOR=DISLIKED]poulet[/COLOR]. Il aime les plats [COLOR=SOUR]acides[/COLOR] et [COLOR=SPICY]épicés[/COLOR].",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_CHU_SKEWER,c74f103dc6fef2335e424188ba2cdf7968b1d51edb03ece456ff143fd9a0f6a7,Il aimerait aussi une brochette de [COLOR=LIKED]tomates[/COLOR] porte-bonheur !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_CHU_DRINK,6ef437495ed19ff27bbacfb5690c3aee9077ae4a06edac1714a771b3651b32af,Et du [COLOR=LIKED]jus[/COLOR] revigorant comme boisson !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_NOKA,29426e05d492b0e1bfdee31340ca2984a3936d72713af04f77211057535ab699,"Elle aime toutes les plantes, surtout les [COLOR=LIKED]oignons verts[/COLOR] ! Eh oui, c'est Noka ! Pas de [COLOR=DISLIKED]sel[/COLOR] et faites-lui un plat [COLOR=SWEET]sucré[/COLOR] !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_NOKA_SKEWER,b7f9361f840b9485328c6748bc28b908a7321a1cedd0bc75706eb4acb16fb47f,"Comme prévu, elle veut aussi plus de légumes en brochette -- des [COLOR=LIKED]champignons[/COLOR], précisément.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_NOKA_DRINK,7b973cba0f6cb29678be1f34895af78743ba7b55cd58282d1e10f7506e7f6e8a,Que diriez-vous d'une plante infusée à boire ? Elle exige votre meilleur [COLOR=LIKED]thé[/COLOR] !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_TANTI_SKEWER,563478c320bd22addf49e688bc3e6e2a7f1759f2867d2d298c6a1e1222433725,Et une brochette d'[COLOR=LIKED]agneau[/COLOR] ! Miam !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_TANTI_DRINK,f01d98bcbcbf75404a9a211aa79325410fbf19ee033e5d0d7833e6231552131b,"Et la boisson ? Rien ne vaut le [COLOR=LIKED]cola[/COLOR], selon elle !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_ELIO_SKEWER,2768758c8b8102815ef096e5d7ce0f7d5f2aef59cf8d4feb8408634cd59a4f9f,Servez-lui une brochette de [COLOR=LIKED]tomate[/COLOR] pour une explosion de jus !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_ELIO_DRINK,28bd371189f9cc55fdbc12d3bc4db68e8b756a3413427f38fc8c6fd4412b72d2,Et un verre de [COLOR=LIKED]jus[/COLOR] frais pour compléter le repas.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_NEKORA,7749b7e4ff73a3cea3db5d08e3156ba3a54b5be8229f7a1737c0ab1a457e21e4,"Oh là là, c'est Nekora ! Elle ne se lasse pas des [COLOR=LIKED]crevettes[/COLOR] juteuses ! Elle exige un plat [COLOR=SOUR]acide[/COLOR] et [COLOR=SWEET]sucré[/COLOR]. Pas de [COLOR=DISLIKED]pak choï mariné[/COLOR], ou elle vous griffera !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_NEKORA_SKEWER,b6e819267898620cb016fe4c0a71ca4b799b5f426523b22c0420741f11c9eb53,Plus de fruits de mer ? Ajoutez une brochette de [COLOR=LIKED]poulpe[/COLOR] !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_NEKORA_DRINK,aac37a8032ec44f86e319f94e1ef46fdb401d61efa29dd1ec71891d3f83647a7,"Et comme boisson, un élégant [COLOR=LIKED]thé[/COLOR], bien sûr !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_OTARU_SKEWER,09cc03c672717b93838a15f2eb8f0c54c18e315e2a5f75e1d9a48145a6bf3685,Il aimerait aussi une brochette d'[COLOR=LIKED]agneau[/COLOR] bien charnue !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_OTARU_DRINK,0a6a76763b7994120fa6c8542df3dd221e1b03c66e9c8dbfab8c7af6c58a6b52,Il veut un verre de [COLOR=LIKED]jus[/COLOR] doux et rafraîchissant !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_RUNA,3a707c944e3d5bb7792d878b9b8e1b723988f9ef4afc1c827d12d710162f19c5,"Voici Runa ! Étonnamment, elle apprécie la saveur vive de l'[COLOR=LIKED]ananas[/COLOR]. Elle veut un plat [COLOR=SWEET]sucré[/COLOR] et [COLOR=SOUR]acide[/COLOR]. Mais pas de [COLOR=DISLIKED]boulette de tendon[/COLOR] caoutchouteuse !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_RUNA_SKEWER,ec14fd1d8068ae18de1a6d6ac7eb72563612c48070aad13c52b24ed65be4a68b,"Elle a faim, alors une brochette de [COLOR=LIKED]champignons[/COLOR] en accompagnement.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_RUNA_DRINK,9d43177cfcacd0597635dad80ba791d18a439b84e62bc43b2052cfb4c2b21d68,"N'oubliez pas la boisson ! Préparez un verre de votre meilleur [COLOR=LIKED]cola[/COLOR], les chefs !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_SAI_SKEWER,84c265a5c632731051f735a245c28da410cfb74f050d91a7d2b1f94690cfc1a1,Il veut quelque chose de frétillant et mystérieux : servez-lui votre meilleure brochette de [COLOR=LIKED]poulpe[/COLOR].,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_SAI_DRINK,570abb2b87154589c6d779e5fc905cb2a99c8e214ef5fcdcabc834c2dac84dae,Ajoutez un verre de [COLOR=LIKED]jus[/COLOR] ! Il en a besoin pour se rafraîchir les idées !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_ALI_SKEWER,5c2d4371d0b1ffcb34897dccdc586a85648c27ffb85c9bf19a35306596e18de6,Donnez-lui aussi une brochette de [COLOR=LIKED]tomates[/COLOR] ! Il les aime rondes comme une planète !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_ALI_DRINK,53c0ee439fc62a96513d0eb8aad7e863f9f87856b249e3dcb6cbf64800bebc70,Et ce n'est pas tout ! Il exige aussi un verre de [COLOR=LIKED]cola[/COLOR] sirupeux !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_MINNIE,1eb2bbdd58a8af2c3e17d72af8878ee32d35d8be18512fa359175e566ad0e22d,"En pause dans ses révisions, voici Minnie ! Elle adore les [COLOR=LIKED]échalotes frites[/COLOR] croustillantes, mais ne supporte pas les [COLOR=DISLIKED]raviolis[/COLOR]. Elle veut un plat [COLOR=SALTY]salé[/COLOR], s'il vous plaît !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_MINNIE_SKEWER,d96630da5ba99b52882f27b9f0781a730f88adafcd90e9fc2a7c8e2abab87b0b,"Minnie aimerait un peu d'[COLOR=LIKED]agneau[/COLOR]... en brochette ! Servez-la, les chefs !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_MINNIE_DRINK,b81da289b892000f4b9df1177584b7fd1c980e00b2f6df285a226423e394826b,Elle n'a pas encore eu son verre de [COLOR=LIKED]thé[/COLOR] aujourd'hui et donnera un point bonus [COLOR=LIKED]en échange[/COLOR] !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_CHIL,b22e5d0797c0050503aa429ddb18bd07a692da4264061c8bb619dbd7bb2812ae,C'est juste un mec cool : Chil ! Il aime la douceur du [COLOR=LIKED]tofu blanc[/COLOR] et n'aime pas les [COLOR=DISLIKED]échalotes frites[/COLOR] ! Faites son plat [COLOR=SOUR]acide[/COLOR] pour le motiver !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_CHIL_SKEWER,97e2845827ad10f6c99246dbf57fb922c07f65659cabc48960999d08aea2d0b0,"Il voudrait aussi une brochette de [COLOR=LIKED]tomates[/COLOR], si ça ne vous dérange pas trop.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_CHIL_DRINK,c2e99b84cd26e36f1320b6542d1d83f2c0a42fce4a5beada3e3fe37ab28b4538,"Oh, et il a un point bonus pour qui lui apportera un verre de [COLOR=LIKED]jus[/COLOR] !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_CHARMANT,d26a977f130b32e1f3fc57583cc49e1b70289a6cbdb534177a5e6fe80f8b1754,"Oh là là, le seul homme presque aussi charmant que moi, c'est Charmant ! Il veut un bol de délices [COLOR=SPICY]épicés[/COLOR] et [COLOR=SALTY]salés[/COLOR]. Pas de [COLOR=DISLIKED]germes de soja[/COLOR], mais beaucoup de [COLOR=LIKED]narutomaki[/COLOR] !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_CHARMANT_SKEWER,035070ce107e550186d7cb8cbf97eeb68453b610fc68a4fdcf0921afa5d6c12e,"Ces temps-ci, il adore les brochettes de [COLOR=LIKED]poulpe[/COLOR] ! Il en voudrait aujourd'hui !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_CHARMANT_DRINK,a77fa1f6b84c730bc314eb01c9445fa616df7524203d846bc6acaafeb3d1e910,Et rien ne vaut du [COLOR=LIKED]jus[/COLOR] pour garder sa peau souple et nette !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_SOPHIE,9982b44d2cbf8bb64f6f233ed20fe37b0e0dcd7b562ed7c5e35ed5c373d89843,C'est Sophie de Lady's Ladle ! Elle apprécie les [COLOR=LIKED]raviolis[/COLOR] et les plats agréablement [COLOR=SOUR]acides[/COLOR]. Et surtout pas de [COLOR=DISLIKED]cébette[/COLOR] !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_SOPHIE_SKEWER,624219e9fb875b4e83b5e756897dda3299014f2e27b6d664aa0a54f774e906de,Elle aimerait une élégante brochette de [COLOR=LIKED]poulpe[/COLOR] pour compléter le repas.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_SOPHIE_DRINK,df4e42e5ad8b6c3aba69221903d0870548b5121937449a6b1b500c6d70f843b9,Et rien ne vaut un verre de [COLOR=LIKED]thé[/COLOR] pour parfaire le repas !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_TYRO_SKEWER,849f6de37e8f477800380ba27319fa7134745683f051781643e38d866c62959a,"Encore de la viande ! Il veut de l'[COLOR=LIKED]agneau[/COLOR] en brochette, grillé !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_TYRO_DRINK,e4603dd6fb29705e271934f6a1ea10d7085c3fde084fe7b5d0b06a96d3369586,"Pour faire passer ça, un délicieux verre de [COLOR=LIKED]thé[/COLOR] ! Le plus sucré possible !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_MEI_SKEWER,e9ec2915cfddbdd6ffae55ffa3de1ee006fff16a18cc562f3755a67e851151f1,Et donnez-lui une brochette de [COLOR=LIKED]champignons[/COLOR] si vous voulez être épargnés !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_MEI_DRINK,980f05c00b6a7c0b9751e136cb7714b00001ac6fe5e060c642143ce40d7e21d7,"Elle exige votre meilleur [COLOR=LIKED]jus[/COLOR], le plus frais, pour boire !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_LIN,d3d17921b938a6a17b319ae97c93f3a0f924eda7afc69ac8ea83382c568466b2,Elle continuera à sou-Lin-re ! Les fidèles savent qu'elle adore le [COLOR=LIKED]pak choï mariné[/COLOR] et déteste la [COLOR=DISLIKED]poudre de vinaigre[/COLOR]. Ses préférés ? Les plats [COLOR=SWEET]sucrés[/COLOR] et [COLOR=SALTY]salés[/COLOR] !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_LIN_SKEWER,532bd63da2178e17b98138e35fead1a6b43af942ed7edb70d6443d646bda1fbb,C'est parti ! Elle veut aussi une brochette de [COLOR=LIKED]poulpe[/COLOR] !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JUDGE_DESC_LIN_DRINK,a72f8c664ff60b610a3e33b0a065ef1dd64154d9cf3673fae8be2eef73f5e769,"Maintenant, elle voudrait une tasse de [COLOR=LIKED]thé[/COLOR] pour changer, chers spectateurs !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM49_18,5af4abadcaef236da3360308243e0ba04476b3dc5f5d494ed8ea9667a5c4b499,C-C'est ouvert ! Le livre cache un lecteur d'empreintes !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM49_20,887b922ff47406715422d1245e9c56fff3a4be2b2347eb4a2aecb7e95ce05710,« L-L'AMITIÉ » ?!,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM49_21,4ebc9744d5f4c996b187b6e4ddeb2cb5487b4de50b36ff98142dcd87b354993f,"« Et si tu peux ouvrir cette page, c'est que mon petit-enfant est avec toi ! Youpi ! »",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM49_30,fc513b0328b8c56337b448c243bd8b5216413157e5f8a7063c0c92cf20c4dd96,"À ta tête, je suppose que tu ne le sais pas non plus.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM49_31,959aed37343aaa36097a9b64cfe9c8db16fef43433afac4c432d23d4b3009d06,Hum. Peut-être un vieil ami à elle.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM88_1,06d8a396001b26a569297e72a821fc7708198c93da070f6048874f35153e96ec,"Fin du service ! Si on continue, on va--",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM88_9,fa8a7e3e97e2cb91744e5d8c08728b18db0dc3d6390cb02a5ca28ea004ae47ea,Il a l'air sain et bien nourri. Mais sans collier.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM88_11,dd3969a6e1b4625448f93e44fa3b9b557ddb907e5adca69f4e0fba4acdd3db11,"C'est une grande responsabilité, mais je sais m'occuper des chats. Ma famille en a deux à la maison, tu sais ?",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/VNM88_16,011e89e62d1009acbb77629e6a1b445c643c87a431ce1c5cecf75743a0fcadc3,"Il faudra le vacciner, acheter de la nourriture, une gamelle, des jouets..",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/STELLA_CUSTOMER_INTRO_1,706f72e22d57aa6d939982a8c8d17e6a6ac10b3f43cd2dc6f66eb096fa58352a,Je développe un nouveau plat : [STELLA_DISH1] [STELLA_DISH2]. Il sera meilleur que tout ce qu'il y a ici ! Bwahahaha !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/MAMI_CUSTOMER_INTRO_2,4c3e76a19e195c9368e70fef4c092270a433c1c55014092d3504b710bb4001e0,"Mmm, ça sent si bon ! Laisse-moi deviner, tu utilises [MAMI_DISH1] [MAMI_DISH2] ?",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/SHUGA_CUSTOMER_INTRO_1,ef6c515bdbacad94c42165ca27279f6f7c0ef6157a6e4954dc3212bc7d406a08,Yo ?! Je viens de finir un boulot à [SHUGA_JOB1] [SHUGA_JOB2]. J'ai trop faim !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/LADO_CUSTOMER_INTRO_2,7ab1eb2f31c8b2d6f731456119538e7e3853be7e9a12febaa59c19d42122a991,Bonjour. Connais-tu cette tendance marketing : [LADO_TREND1] [LADO_TREND2] ? Pittoresque.,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/SOPHIE_CUSTOMER_INTRO_2,24bed33cb582b955fc1544b7f1f0b7d5eb927394f0a085bdbf6ffe727d2e0b12,"""Hmm, devrais-je acheter un nouveau [NPC_ITEM_FANCY] en [SOPHIE_MATERIAL] ? Ah, pardon, je pensais tout haut.""",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/NENE_CUSTOMER_INTRO_2,323c09e0229f5bfcf46cd78f12edccc45e3f23d7762e5f64e8199dcbc5a14e07,"""J'ai été [NPC_JOB_FANCY], je te l'ai déjà dit ? Une époque vraiment [DAN_MISSION2] de ma vie, mon chou.""",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/MEI_CUSTOMER_INTRO_2,091f23abae30253bcbb2ea60d9ada76b470a2feab37c8355647ff688d5d8072b,"""J'ai dû montrer à ces [MEI_PEOPLE] à [MEI_PLACE] qui est la patronne. Ça ne me plaisait pas, mais il le fallait.""",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/SAI_CUSTOMER_INTRO_2,cb1688c4960babf5b665ef7bbcc6d0e6a6bd053c34c57c5365298f47b2c99f7c,"Hé, si [SAI_PURSUER] vient me chercher, tu ne m'as jamais vu ici. [SAI_QUESTION]",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/TYRO_CUSTOMER_INTRO_1,e50a86d2ddba6fd799b7f4c4681be0a00e8d5261b36936ace33f04bf4b12af2c,"Rawr ! Quand je serai grand, je serai un [TYRO_DINO] ! Alors je dois [TYRO_ACTION] tous les jours ! C'est maman qui le dit !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/ALMA_CUSTOMER_INTRO_1,a1ecb7bfea64231d8d9f59e1e42803d48a084d57c1d84e0a69653790d65cd710,"Ah, bonjour. J'ai une séance de kiné avec [SHUGA_JOB2] après ça, mais le médecin m'a dit de manger d'abord...",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/ALMA_CUSTOMER_INTRO_2,b317a26d14c22a659e3261f2356a7e2953bcd4de83a313e5a4eb732f93ea1bcb,"Chef, j'ai entendu dire que Stella vient souvent ici. Si elle a laissé un [SHUGA_MERCH2], est-ce que je peux... Non, laisse tomber.",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/GERI_CUSTOMER_INTRO_2,e99603e9c1d2a258aa1b6daa316d4e78bd6aae34cb8d636cfb8c806abadaa8a0,"À mon âge, il faut acheter le tout dernier modèle de [NPC_ITEM] pour rester à la mode !",reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/SHUGA_JOB1_2,4e04af76106e33db2b6fc1699eb9ee1a8b02e923f84f70d8152078d645873317,apprendre une chorégraphie à,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/SHUGA_JOB2_3,d692270b1aa9bef900e12c2b70de286c8ce0c69486cc2969158a868d217aa5f2,papillons monarques,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/MAMI_DISH2_4,43d6a585390d39ca396bcd4ef0beb4c40282adac8ce6c8788fa84e9632a9c112,oignons rouges,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/NEKORA_TITLE_7,851479bec42bbb682c370ab02caa9f375e77851b0f945d4ad26aa5f6561dec1f,la plus fidèle aux chats,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/NEKORA_SECRET_5,d2234dbe7521490b7a48fdcf83ba4f920c9365fa2979beb1e4bccad358828930,La plupart du temps,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/TYRO_FIGHT1_4,a1ccdda1897c2a91bc3e98d9554af6d2b4617e71c8b37d5b6dfad6b642b3835f,Soixante-sept anomalocaris,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/CHIL_HOBBY_6,4a3ed4ff3a27c8a45f2cb2e10b56d99fa2a73d3bcf099c5a2ee03bb06b2eca9f,les mots croisés,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/SAI_ITEM2_4,9597c4856e97b4ac190647812ed3beaf0880eaab3e89bdc879a82cf3b5a49984,un liquide gris que j'ai trouvé,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/SAI_PURSUER_2,28c34480e42201c4fa4b08b0c1c74ab4d3af797e4b1fcd5793f021e57e25f515,un gros homme en costume noir,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/DAN_MISSION1_5,1f08ce15207c39377a0e9a344037f7f5d5453a830658cbf26191e45bc3b7814e,l'hôtel de Hilbert,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/DAN_MISSION1_6,2fb927107c3f907bc0925e49918447d40a32e1dfa48d8a35cd34016b10d9c984,Stonehenge,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/MINNIE_HOBBY_1,c6a9c7668c09b8671ea5ff4551eb69c3192ba2c916af9ae2a1d7c852e0483b4b,joue au bowling,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JEN_CURSE_2,df14de780b881a759f320bb69f74fc5a8683a65df2ba48966bb94a00988ebd3c,C'est embarrassant !,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/JEN_CURSE_3,622e33e772866cb6e7a9bd8a935825d34f555ec49b0e0293c400fda733c2f9d8,Ça les tuerait de mettre du sel ?!,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/MEI_PEOPLE_4,934e256e79ee8d11ea28497990704c7a261111dae1bf49d5b1b17ac9ba518cd3,bons à rien,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/MEI_PLACE_8,50b1062124f908073e2beb4b1c73db72f9aaf7f12d9c20b7a1651b63c839026b,le cours de ballet,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/OTARU_TITLE1_3,954b16345f5bd062e483b4360555b61fcd8b87010b7db3eb67b3a4636c28c998,La méchante tombe amoureuse d'une,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/OTARU_TITLE2_2,3ae0aaf303639c671e3fdab6f28db5599366a11f05a47612f19b4dba4b013bf8,aventurière faible aux pouvoirs cheatés,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/BORIS_COMPLAINT_1,b7d785f84d8e77e4ca9c77b66d6ee06a6144f5250e02eda3cd7afdf5cec64846,traverser hors des clous comme s'ils possédaient la rue,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
Dialogue/BORIS_COMPLAINT_4,861523418d1f6b213366c574925d5f0c96a098f0edba79eec71dbf327e2d809e,mâcher la bouche ouverte,reviewed,Compatibilité avec la démo 0.10.5 ; source différente de la version complète.
